,,,Total,Black or African American,9.36%,6.51%,20750
,,,,Native Hawaiian or Other Pacific Islander,6.46%,5.54%,650
,,,,Asian,5.20%,3.74%,8559
,,,,Other Race,7.62%,4.71%,19083
,,,,White,6.79%,4.07%,106772
,,,,American Indian or Alaska Native,8.84%,5.47%,1244
,,,,None of the above,4.83%,2.83%,18500
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",6.80%,4.20%,157896
,,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,9.53%,6.99%,31991
,,,,Native Hawaiian or Other Pacific Islander,7.30%,6.74%,534
,,,,Asian,6.43%,4.49%,14112
,,,,Other Race,7.45%,5.25%,15566
,,,,White,7.58%,4.57%,181789
,,,,American Indian or Alaska Native,8.23%,5.73%,1082
,,,,None of the above,5.05%,3.32%,6952
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",7.66%,4.82%,233910
,,,Hispanic or Latino,Black or African American,8.95%,5.85%,6514
,,,,Native Hawaiian or Other Pacific Islander,5.85%,3.95%,684
,,,,Asian,8.96%,7.53%,279
,,,,Other Race,9.10%,5.68%,18171
,,,,White,7.57%,4.91%,22961
,,,,American Indian or Alaska Native,10.49%,7.79%,1335
,,,,None of the above,5.93%,4.05%,7586
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",7.53%,4.78%,45280
,,,None of the above,Black or African American,7.54%,5.98%,4431
,,,,Native Hawaiian or Other Pacific Islander,7.98%,-,188
,,,,Asian,5.73%,5.46%,1502
,,,,Other Race,7.20%,5.29%,6468
,,,,White,8.14%,5.80%,16868
,,,,American Indian or Alaska Native,6.27%,3.70%,351
,,,,None of the above,4.81%,2.78%,25197
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",6.17%,4.16%,49508
,,,Total,Black or African American,9.24%,6.71%,42936
,,,,Native Hawaiian or Other Pacific Islander,6.69%,5.12%,1406
,,,,Asian,6.41%,4.63%,15893
,,,,Other Race,8.16%,5.45%,40205
,,,,White,7.62%,4.70%,221618
,,,,American Indian or Alaska Native,9.07%,6.47%,2768
,,,,None of the above,5.07%,3.12%,39735
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",7.42%,4.71%,328698
,"Total: Total includes all data under the Jan 1 – Dec 31 2019 bucket, including data from rows not currently displayed.",Male,Not Hispanic or Latino,Black or African American,16.95%,14.45%,92625
,,,,Native Hawaiian or Other Pacific Islander,16.10%,13.59%,1509
,,,,Asian,16.11%,13.51%,39352
,,,,Other Race,15.94%,13.24%,49965
,,,,White,14.84%,11.03%,562391
,,,,American Indian or Alaska Native,17.61%,14.59%,3441
,,,,None of the above,7.85%,6.28%,11559
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",14.99%,11.45%,702404
,,,Hispanic or Latino,Black or African American,15.85%,13.50%,20063
,,,,Native Hawaiian or Other Pacific Islander,16.29%,13.74%,2155
,,,,Asian,17.13%,15.68%,829
,,,,Other Race,15.82%,12.83%,64588
,,,,White,13.28%,10.80%,64880
,,,,American Indian or Alaska Native,14.10%,11.63%,5419
,,,,None of the above,8.42%,6.78%,12849
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",13.15%,10.59%,126244
,,,None of the above,Black or African American,14.32%,12.60%,12621
,,,,Native Hawaiian or Other Pacific Islander,19.46%,16.41%,591
,,,,Asian,15.59%,15.09%,3413
,,,,Other Race,12.72%,10.76%,19928
,,,,White,13.93%,11.35%,44943
,,,,American Indian or Alaska Native,15.18%,12.09%,1133
,,,,None of the above,9.72%,6.89%,92575
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",11.31%,8.71%,157367
,,,Total,Black or African American,16.51%,14.11%,125309
,,,,Native Hawaiian or Other Pacific Islander,16.66%,14.05%,4255
,,,,Asian,16.08%,13.67%,43594
,,,,Other Race,15.41%,12.68%,134481
,,,,White,14.62%,11.03%,672214
,,,,American Indian or Alaska Native,15.43%,12.70%,9993
,,,,None of the above,9.39%,6.81%,116983
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",14.17%,10.91%,986015
,,Female,Not Hispanic or Latino,Black or African American,17.20%,14.40%,113565
,,,,Native Hawaiian or Other Pacific Islander,13.73%,11.70%,2017
,,,,Asian,11.75%,9.53%,52979
,,,,Other Race,12.66%,9.81%,62017
,,,,White,10.74%,7.40%,682801
,,,,American Indian or Alaska Native,14.90%,10.76%,4201
,,,,None of the above,6.91%,5.00%,12095
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",11.56%,8.38%,853008
,,,Hispanic or Latino,Black or African American,15.58%,12.41%,26270
,,,,Native Hawaiian or Other Pacific Islander,17.43%,13.82%,2662
,,,,Asian,14.82%,12.58%,1073
,,,,Other Race,15.24%,11.53%,81623
,,,,White,13.13%,9.96%,76991
,,,,American Indian or Alaska Native,12.42%,9.68%,6986
,,,,None of the above,8.79%,6.84%,12391
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",13.22%,9.99%,148161
,,,None of the above,Black or African American,14.44%,12.18%,15889
,,,,Native Hawaiian or Other Pacific Islander,14.59%,11.27%,843
,,,,Asian,12.68%,11.74%,4447
,,,,Other Race,10.97%,8.39%,25483
,,,,White,11.32%,8.40%,55060
,,,,American Indian or Alaska Native,14.07%,10.60%,1585
,,,,None of the above,7.54%,5.10%,108952
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",9.29%,6.79%,187529
,,,Total,Black or African American,16.65%,13.84%,155724
,,,,Native Hawaiian or Other Pacific Islander,15.65%,12.66%,5522
,,,,Asian,11.88%,9.76%,58499
,,,,Other Race,13.65%,10.43%,169123
,,,,White,11.00%,7.71%,814852
,,,,American Indian or Alaska Native,13.44%,10.15%,12772
,,,,None of the above,7.60%,5.25%,133438
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",11.41%,8.33%,1188698
,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,17.09%,14.42%,206263
,,,,Native Hawaiian or Other Pacific Islander,14.75%,12.51%,3526
,,,,Asian,13.60%,11.22%,92377
,,,,Other Race,14.12%,11.33%,112055
,,,,White,12.58%,9.04%,1245666
,,,,American Indian or Alaska Native,16.11%,12.47%,7649
,,,,None of the above,7.37%,5.63%,23663
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",13.11%,9.76%,1556003
,,,Hispanic or Latino,Black or African American,15.70%,12.88%,46347
,,,,Native Hawaiian or Other Pacific Islander,16.92%,13.78%,4818
,,,,Asian,15.83%,13.93%,1902
,,,,Other Race,15.49%,12.11%,146235
,,,,White,13.20%,10.34%,141894
,,,,American Indian or Alaska Native,13.15%,10.52%,12409
,,,,None of the above,8.60%,6.81%,25246
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",13.19%,10.26%,274456
,,,None of the above,Black or African American,14.38%,12.36%,28525
,,,,Native Hawaiian or Other Pacific Islander,16.60%,13.39%,1434
,,,,Asian,13.94%,13.19%,7864
,,,,Other Race,11.73%,9.42%,45438
,,,,White,12.49%,9.72%,100040
,,,,American Indian or Alaska Native,14.56%,11.21%,2720
,,,,None of the above,8.54%,5.92%,201576
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",10.21%,7.66%,345002
,,,Total,Black or African American,16.58%,13.96%,281135
,,,,Native Hawaiian or Other Pacific Islander,16.09%,13.26%,9778
,,,,Asian,13.67%,11.43%,102143
,,,,Other Race,14.42%,11.42%,303728
,,,,White,12.64%,9.21%,1487600
,,,,American Indian or Alaska Native,14.31%,11.26%,22778
,,,,None of the above,8.44%,5.98%,250485
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",12.66%,9.49%,2175461
Jan 1 – Dec 31 2020,Less than 18 Years,Male,Not Hispanic or Latino,Black or African American,1.11%,0.87%,18359
,,,,Native Hawaiian or Other Pacific Islander,-,-,218
,,,,Asian,0.68%,0.51%,6615
,,,,Other Race,1.76%,1.62%,7609
,,,,White,0.96%,0.82%,58555
,,,,American Indian or Alaska Native,-,-,435
,,,,None of the above,0.50%,-,2418
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",0.94%,0.78%,85667
,,,Hispanic or Latino,Black or African American,0.63%,0.38%,4469
,,,,Native Hawaiian or Other Pacific Islander,-,-,366
,,,,Asian,-,-,128
,,,,Other Race,1.00%,0.77%,15074
,,,,White,0.87%,0.60%,13294
,,,,American Indian or Alaska Native,1.06%,-,1130
,,,,None of the above,-,-,2497
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",0.80%,0.61%,28483
,,,None of the above,Black or African American,0.85%,0.64%,2813
,,,,Native Hawaiian or Other Pacific Islander,-,-,94
,,,,Asian,-,-,537
,,,,Other Race,1.00%,0.77%,4815
,,,,White,0.89%,0.71%,6601
,,,,American Indian or Alaska Native,-,-,253
,,,,None of the above,0.36%,0.31%,22902
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",0.51%,0.42%,34130
,,,Total,Black or African American,0.99%,0.76%,25641
,,,,Native Hawaiian or Other Pacific Islander,1.62%,-,678
,,,,Asian,0.63%,0.48%,7280
,,,,Other Race,1.21%,1.00%,27498
,,,,White,0.94%,0.77%,78450
,,,,American Indian or Alaska Native,1.10%,0.94%,1818
,,,,None of the above,0.37%,0.32%,27817
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",0.81%,0.66%,148280
,,Female,Not Hispanic or Latino,Black or African American,1.33%,1.14%,17934
,,,,Native Hawaiian or Other Pacific Islander,-,-,219
,,,,Asian,0.82%,0.61%,6203
,,,,Other Race,1.73%,1.54%,7071
,,,,White,1.04%,0.85%,55888
,,,,American Indian or Alaska Native,-,-,417
,,,,None of the above,-,-,2029
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",1.02%,0.85%,81385
,,,Hispanic or Latino,Black or African American,1.24%,1.04%,4418
,,,,Native Hawaiian or Other Pacific Islander,-,-,384
,,,,Asian,-,-,186
,,,,Other Race,0.90%,0.71%,14858
,,,,White,0.78%,0.61%,12987
,,,,American Indian or Alaska Native,-,-,1083
,,,,None of the above,-,-,2307
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",0.80%,0.63%,27696
,,,None of the above,Black or African American,1.07%,0.93%,2810
,,,,Native Hawaiian or Other Pacific Islander,-,-,113
,,,,Asian,-,-,556
,,,,Other Race,1.30%,1.13%,4685
,,,,White,1.12%,0.83%,6529
,,,,American Indian or Alaska Native,-,-,233
,,,,None of the above,0.39%,0.31%,23101
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",0.60%,0.48%,34088
,,,Total,Black or African American,1.29%,1.10%,25162
,,,,Native Hawaiian or Other Pacific Islander,-,-,716
,,,,Asian,0.78%,0.59%,6945
,,,,Other Race,1.19%,1.01%,26614
,,,,White,1.01%,0.81%,75404
,,,,American Indian or Alaska Native,0.81%,-,1733
,,,,None of the above,0.39%,0.30%,27437
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",0.88%,0.72%,143169
,,"Total: Total includes all data under the Less than 18 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,1.22%,1.00%,36308
,,,,Native Hawaiian or Other Pacific Islander,-,-,437
,,,,Asian,0.75%,0.56%,12823
,,,,Other Race,1.74%,1.58%,14691
,,,,White,1.00%,0.83%,114513
,,,,American Indian or Alaska Native,-,-,852
,,,,None of the above,0.49%,0.36%,4449
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",0.98%,0.81%,167139
,,,Hispanic or Latino,Black or African American,0.93%,0.71%,8887
,,,,Native Hawaiian or Other Pacific Islander,-,-,751
,,,,Asian,-,-,314
,,,,Other Race,0.95%,0.74%,29938
,,,,White,0.82%,0.60%,26285
,,,,American Indian or Alaska Native,0.86%,0.72%,2214
,,,,None of the above,0.31%,-,4804
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",0.80%,0.62%,56188
,,,None of the above,Black or African American,0.96%,0.78%,5624
,,,,Native Hawaiian or Other Pacific Islander,-,-,207
,,,,Asian,-,-,1094
,,,,Other Race,1.15%,0.95%,9504
,,,,White,1.01%,0.77%,13133
,,,,American Indian or Alaska Native,-,-,487
,,,,None of the above,0.38%,0.31%,46016
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",0.55%,0.45%,68238
,,,Total,Black or African American,1.14%,0.93%,50819
,,,,Native Hawaiian or Other Pacific Islander,1.08%,0.86%,1395
,,,,Asian,0.70%,0.53%,14231
,,,,Other Race,1.20%,1.00%,54133
,,,,White,0.97%,0.79%,153931
,,,,American Indian or Alaska Native,0.96%,0.79%,3553
,,,,None of the above,0.38%,0.31%,55269
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",0.85%,0.69%,291565
,≥ 18 and < 35 Years,Male,Not Hispanic or Latino,Black or African American,4.58%,3.92%,17920
,,,,Native Hawaiian or Other Pacific Islander,3.48%,-,345
,,,,Asian,3.50%,2.97%,8147
,,,,Other Race,4.84%,4.11%,9910
,,,,White,2.80%,2.21%,84159
,,,,American Indian or Alaska Native,5.11%,4.96%,685
,,,,None of the above,2.09%,1.48%,1623
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",3.10%,2.50%,110432
,,,Hispanic or Latino,Black or African American,5.09%,4.41%,4582
,,,,Native Hawaiian or Other Pacific Islander,4.72%,4.11%,487
,,,,Asian,-,-,172
,,,,Other Race,5.13%,3.97%,14377
,,,,White,4.28%,3.30%,13061
,,,,American Indian or Alaska Native,6.15%,4.47%,1187
,,,,None of the above,3.38%,3.23%,1891
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",4.45%,3.51%,25414
,,,None of the above,Black or African American,4.76%,4.00%,2922
,,,,Native Hawaiian or Other Pacific Islander,7.78%,-,167
,,,,Asian,3.54%,3.54%,734
,,,,Other Race,4.65%,3.81%,4619
,,,,White,3.43%,2.71%,7957
,,,,American Indian or Alaska Native,6.42%,4.91%,265
,,,,None of the above,2.91%,2.24%,16512
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",3.22%,2.55%,28689
,,,Total,Black or African American,4.69%,4.02%,25424
,,,,Native Hawaiian or Other Pacific Islander,4.80%,3.80%,999
,,,,Asian,3.51%,3.03%,9053
,,,,Other Race,4.96%,3.99%,28906
,,,,White,3.03%,2.39%,105177
,,,,American Indian or Alaska Native,5.85%,4.68%,2137
,,,,None of the above,2.89%,2.27%,20026
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",3.33%,2.66%,164535
,,Female,Not Hispanic or Latino,Black or African American,4.42%,3.57%,27460
,,,,Native Hawaiian or Other Pacific Islander,2.57%,2.40%,583
,,,,Asian,2.76%,2.12%,13812
,,,,Other Race,4.01%,3.07%,15816
,,,,White,2.28%,1.48%,123054
,,,,American Indian or Alaska Native,4.39%,2.93%,1093
,,,,None of the above,1.69%,1.11%,2076
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",2.65%,1.85%,162673
,,,Hispanic or Latino,Black or African American,3.94%,2.97%,7206
,,,,Native Hawaiian or Other Pacific Islander,4.17%,3.02%,695
,,,,Asian,5.10%,4.31%,255
,,,,Other Race,4.36%,3.19%,22540
,,,,White,3.91%,2.79%,19470
,,,,American Indian or Alaska Native,3.34%,2.51%,2033
,,,,None of the above,2.87%,2.22%,2159
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",3.94%,2.87%,37050
,,,None of the above,Black or African American,4.90%,3.43%,4777
,,,,Native Hawaiian or Other Pacific Islander,-,-,270
,,,,Asian,3.26%,2.99%,1136
,,,,Other Race,4.27%,2.99%,7497
,,,,White,3.23%,2.20%,12343
,,,,American Indian or Alaska Native,6.71%,5.49%,492
,,,,None of the above,2.16%,1.39%,22426
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",2.76%,1.86%,40725
,,,Total,Black or African American,4.39%,3.44%,39443
,,,,Native Hawaiian or Other Pacific Islander,3.42%,2.71%,1548
,,,,Asian,2.83%,2.22%,15203
,,,,Other Race,4.23%,3.11%,45853
,,,,White,2.56%,1.70%,154867
,,,,American Indian or Alaska Native,4.12%,3.04%,3618
,,,,None of the above,2.18%,1.44%,26661
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",2.87%,2.01%,240448
,,"Total: Total includes all data under the ≥ 18 and &lt; 35 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,4.48%,3.71%,45417
,,,,Native Hawaiian or Other Pacific Islander,2.91%,2.37%,928
,,,,Asian,3.03%,2.43%,21986
,,,,Other Race,4.33%,3.47%,25764
,,,,White,2.49%,1.78%,207413
,,,,American Indian or Alaska Native,4.66%,3.71%,1781
,,,,None of the above,1.86%,1.27%,3704
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",2.83%,2.11%,273366
,,,Hispanic or Latino,Black or African American,4.39%,3.53%,11793
,,,,Native Hawaiian or Other Pacific Islander,4.40%,3.47%,1182
,,,,Asian,4.68%,3.98%,427
,,,,Other Race,4.66%,3.49%,36929
,,,,White,4.06%,3.00%,32546
,,,,American Indian or Alaska Native,4.38%,3.23%,3222
,,,,None of the above,3.11%,2.69%,4050
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",4.15%,3.13%,62487
,,,None of the above,Black or African American,4.85%,3.66%,7709
,,,,Native Hawaiian or Other Pacific Islander,5.03%,3.89%,437
,,,,Asian,3.37%,3.21%,1871
,,,,Other Race,4.42%,3.30%,12138
,,,,White,3.32%,2.40%,20326
,,,,American Indian or Alaska Native,6.72%,5.27%,759
,,,,None of the above,2.48%,1.75%,38954
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",2.95%,2.15%,69466
,,,Total,Black or African American,4.51%,3.67%,64919
,,,,Native Hawaiian or Other Pacific Islander,3.97%,3.14%,2547
,,,,Asian,3.08%,2.52%,24284
,,,,Other Race,4.51%,3.45%,74831
,,,,White,2.75%,1.98%,260285
,,,,American Indian or Alaska Native,4.77%,3.64%,5762
,,,,None of the above,2.48%,1.79%,46708
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",3.05%,2.27%,405319
,≥ 35 and < 45 Years,Male,Not Hispanic or Latino,Black or African American,13.99%,12.18%,10854
,,,,Native Hawaiian or Other Pacific Islander,11.76%,10.50%,238
,,,,Asian,13.84%,11.65%,5305
,,,,Other Race,11.49%,9.82%,6448
,,,,White,7.93%,6.21%,52544
,,,,American Indian or Alaska Native,13.12%,10.54%,503
,,,,None of the above,8.07%,7.68%,1029
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",9.22%,7.47%,69195
,,,Hispanic or Latino,Black or African American,13.50%,12.19%,2682
,,,,Native Hawaiian or Other Pacific Islander,18.58%,17.03%,323
,,,,Asian,14.91%,14.04%,114
,,,,Other Race,15.28%,12.75%,10083
,,,,White,13.76%,11.74%,8619
,,,,American Indian or Alaska Native,15.68%,13.16%,912
,,,,None of the above,10.82%,9.21%,1118
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",13.75%,11.50%,16559
,,,None of the above,Black or African American,14.69%,13.01%,1606
,,,,Native Hawaiian or Other Pacific Islander,20.21%,15.96%,94
,,,,Asian,13.51%,14.93%,422
,,,,Other Race,12.59%,11.15%,2987
,,,,White,11.12%,9.03%,5252
,,,,American Indian or Alaska Native,14.37%,10.34%,174
,,,,None of the above,9.03%,6.77%,11012
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",10.11%,8.13%,18901
,,,Total,Black or African American,13.98%,12.27%,15142
,,,,Native Hawaiian or Other Pacific Islander,16.34%,14.50%,655
,,,,Asian,13.83%,11.93%,5841
,,,,Other Race,13.62%,11.54%,19518
,,,,White,8.94%,7.15%,66415
,,,,American Indian or Alaska Native,14.73%,12.02%,1589
,,,,None of the above,9.10%,7.05%,13159
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",10.10%,8.23%,104655
,,Female,Not Hispanic or Latino,Black or African American,12.51%,10.26%,15344
,,,,Native Hawaiian or Other Pacific Islander,6.71%,6.40%,328
,,,,Asian,7.28%,5.45%,8536
,,,,Other Race,7.90%,5.92%,8983
,,,,White,5.65%,3.71%,70384
,,,,American Indian or Alaska Native,10.65%,6.77%,620
,,,,None of the above,5.49%,4.04%,1239
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",6.83%,4.86%,94167
,,,Hispanic or Latino,Black or African American,11.36%,9.20%,4074
,,,,Native Hawaiian or Other Pacific Islander,13.18%,11.14%,440
,,,,Asian,12.28%,9.94%,171
,,,,Other Race,12.39%,9.25%,14241
,,,,White,11.24%,8.76%,11647
,,,,American Indian or Alaska Native,8.86%,6.87%,1411
,,,,None of the above,8.28%,6.51%,1305
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",11.25%,8.54%,22674
,,,None of the above,Black or African American,10.73%,8.83%,2107
,,,,Native Hawaiian or Other Pacific Islander,-,-,120
,,,,Asian,12.16%,9.92%,625
,,,,Other Race,8.88%,6.32%,4112
,,,,White,8.27%,5.52%,7106
,,,,American Indian or Alaska Native,11.64%,8.36%,275
,,,,None of the above,5.55%,3.82%,14423
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",6.78%,4.76%,24701
,,,Total,Black or African American,12.12%,9.92%,21525
,,,,Native Hawaiian or Other Pacific Islander,10.02%,8.45%,888
,,,,Asian,7.69%,5.83%,9332
,,,,Other Race,10.39%,7.72%,27336
,,,,White,6.59%,4.51%,89137
,,,,American Indian or Alaska Native,9.67%,7.03%,2306
,,,,None of the above,5.75%,4.04%,16967
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",7.53%,5.43%,141542
,,"Total: Total includes all data under the ≥ 35 and &lt; 45 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,13.13%,11.05%,26209
,,,,Native Hawaiian or Other Pacific Islander,8.83%,8.13%,566
,,,,Asian,9.78%,7.82%,13849
,,,,Other Race,9.40%,7.55%,15440
,,,,White,6.62%,4.78%,122980
,,,,American Indian or Alaska Native,11.74%,8.45%,1124
,,,,None of the above,6.66%,5.69%,2268
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",7.84%,5.97%,163429
,,,Hispanic or Latino,Black or African American,12.22%,10.38%,6760
,,,,Native Hawaiian or Other Pacific Islander,15.47%,13.63%,763
,,,,Asian,13.33%,11.58%,285
,,,,Other Race,13.59%,10.70%,24327
,,,,White,12.31%,10.03%,20268
,,,,American Indian or Alaska Native,11.53%,9.33%,2325
,,,,None of the above,9.44%,7.75%,2425
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",12.30%,9.79%,39241
,,,None of the above,Black or African American,12.46%,10.63%,3716
,,,,Native Hawaiian or Other Pacific Islander,13.02%,9.30%,215
,,,,Asian,12.69%,11.93%,1048
,,,,Other Race,10.43%,8.35%,7102
,,,,White,9.49%,7.01%,12363
,,,,American Indian or Alaska Native,12.69%,9.13%,449
,,,,None of the above,7.05%,5.10%,25440
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",8.22%,6.22%,43616
,,,Total,Black or African American,12.89%,10.89%,36685
,,,,Native Hawaiian or Other Pacific Islander,12.69%,11.01%,1544
,,,,Asian,10.05%,8.17%,15182
,,,,Other Race,11.73%,9.30%,46869
,,,,White,7.59%,5.64%,155611
,,,,American Indian or Alaska Native,11.72%,9.06%,3898
,,,,None of the above,7.21%,5.36%,30133
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",8.62%,6.62%,246286
,≥ 45 and < 55 Years,Male,Not Hispanic or Latino,Black or African American,28.44%,25.26%,11444
,,,,Native Hawaiian or Other Pacific Islander,27.89%,24.21%,190
,,,,Asian,24.46%,20.88%,5499
,,,,Other Race,21.54%,18.54%,6490
,,,,White,16.49%,12.94%,66855
,,,,American Indian or Alaska Native,25.00%,20.65%,460
,,,,None of the above,18.01%,15.92%,955
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",18.54%,15.06%,84127
,,,Hispanic or Latino,Black or African American,27.23%,24.21%,2648
,,,,Native Hawaiian or Other Pacific Islander,29.33%,24.67%,300
,,,,Asian,21.19%,19.49%,118
,,,,Other Race,29.28%,24.56%,9057
,,,,White,26.77%,22.66%,7766
,,,,American Indian or Alaska Native,23.29%,18.85%,833
,,,,None of the above,20.97%,19.35%,925
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",26.58%,22.37%,14813
,,,None of the above,Black or African American,26.95%,23.98%,1451
,,,,Native Hawaiian or Other Pacific Islander,29.33%,24.00%,75
,,,,Asian,26.63%,24.70%,413
,,,,Other Race,24.15%,21.29%,2489
,,,,White,19.62%,16.33%,5351
,,,,American Indian or Alaska Native,26.39%,22.92%,144
,,,,None of the above,16.08%,11.57%,11528
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",18.07%,14.10%,19132
,,,Total,Black or African American,28.10%,24.96%,15543
,,,,Native Hawaiian or Other Pacific Islander,28.85%,24.42%,565
,,,,Asian,24.54%,21.11%,6030
,,,,Other Race,25.79%,21.94%,18036
,,,,White,17.70%,14.11%,79972
,,,,American Indian or Alaska Native,24.15%,19.83%,1437
,,,,None of the above,16.56%,12.42%,13408
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",19.47%,15.82%,118072
,,Female,Not Hispanic or Latino,Black or African American,24.93%,21.32%,14277
,,,,Native Hawaiian or Other Pacific Islander,20.74%,18.52%,270
,,,,Asian,14.43%,12.10%,7852
,,,,Other Race,15.85%,12.37%,8219
,,,,White,10.58%,7.29%,87156
,,,,American Indian or Alaska Native,22.03%,16.26%,572
,,,,None of the above,11.44%,9.12%,1075
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",12.63%,9.38%,109390
,,,Hispanic or Latino,Black or African American,22.77%,18.01%,3860
,,,,Native Hawaiian or Other Pacific Islander,25.78%,18.75%,384
,,,,Asian,19.88%,19.28%,166
,,,,Other Race,23.53%,18.09%,12059
,,,,White,20.86%,16.33%,10396
,,,,American Indian or Alaska Native,20.17%,16.09%,1150
,,,,None of the above,17.79%,14.43%,1012
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",21.70%,16.71%,19360
,,,None of the above,Black or African American,24.09%,20.34%,1839
,,,,Native Hawaiian or Other Pacific Islander,25.20%,19.69%,127
,,,,Asian,20.51%,18.55%,512
,,,,Other Race,17.65%,13.59%,3304
,,,,White,14.52%,10.67%,6820
,,,,American Indian or Alaska Native,21.88%,17.41%,224
,,,,None of the above,10.30%,7.36%,14568
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",12.79%,9.50%,24127
,,,Total,Black or African American,24.43%,20.59%,19976
,,,,Native Hawaiian or Other Pacific Islander,23.94%,18.82%,781
,,,,Asian,14.90%,12.63%,8530
,,,,Other Race,20.03%,15.47%,23582
