,,,Native Hawaiian or Other Pacific Islander,3.98%,3.06%,2616
,,,Asian,3.04%,2.50%,24512
,,,Other Race,4.48%,3.41%,75597
,,,White,2.72%,1.95%,263691
,,,American Indian or Alaska Native,4.82%,3.54%,5825
,,,None of the above,2.57%,1.83%,42060
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",3.03%,2.26%,404884
,≥ 35 and < 45 Years,Male,Black or African American,13.90%,12.23%,15299
,,,Native Hawaiian or Other Pacific Islander,17.19%,15.40%,669
,,,Asian,13.61%,11.73%,5935
,,,Other Race,13.66%,11.55%,19783
,,,White,8.79%,7.03%,67269
,,,American Indian or Alaska Native,13.97%,11.50%,1582
,,,None of the above,9.03%,6.92%,11871
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",10.03%,8.17%,104504
,,Female,Black or African American,11.99%,9.83%,21776
,,,Native Hawaiian or Other Pacific Islander,9.93%,7.95%,906
,,,Asian,7.59%,5.69%,9473
,,,Other Race,10.42%,7.77%,27725
,,,White,6.49%,4.43%,90554
,,,American Indian or Alaska Native,9.54%,7.04%,2328
,,,None of the above,5.90%,4.18%,15079
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",7.49%,5.39%,141391
,,"Total: Total includes all data under the ≥ 35 and &lt; 45 Years bucket, including data from rows not currently displayed.",Black or African American,12.78%,10.81%,37092
,,,Native Hawaiian or Other Pacific Islander,13.01%,11.10%,1576
,,,Asian,9.90%,8.01%,15419
,,,Other Race,11.77%,9.34%,47523
,,,White,7.47%,5.54%,157886
,,,American Indian or Alaska Native,11.32%,8.84%,3913
,,,None of the above,7.27%,5.38%,26958
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",8.57%,6.57%,245989
,≥ 45 and < 55 Years,Male,Black or African American,27.82%,24.71%,15644
,,,Native Hawaiian or Other Pacific Islander,28.17%,24.35%,575
,,,Asian,24.30%,20.77%,6091
,,,Other Race,25.92%,21.97%,18262
,,,White,17.56%,13.96%,81032
,,,American Indian or Alaska Native,24.42%,20.16%,1458
,,,None of the above,16.55%,12.65%,12075
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",19.38%,15.74%,118007
,,Female,Black or African American,24.44%,20.64%,20150
,,,Native Hawaiian or Other Pacific Islander,23.44%,18.58%,802
,,,Asian,14.97%,12.75%,8613
,,,Other Race,20.07%,15.45%,23891
,,,White,11.74%,8.31%,105937
,,,American Indian or Alaska Native,20.42%,15.82%,1934
,,,None of the above,11.02%,7.98%,14754
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",13.75%,10.28%,152760
,,"Total: Total includes all data under the ≥ 45 and &lt; 55 Years bucket, including data from rows not currently displayed.",Black or African American,25.92%,22.41%,35797
,,,Native Hawaiian or Other Pacific Islander,25.42%,20.99%,1377
,,,Asian,18.84%,16.07%,14708
,,,Other Race,22.61%,18.27%,42158
,,,White,14.27%,10.76%,187008
,,,American Indian or Alaska Native,22.14%,17.69%,3392
,,,None of the above,13.51%,10.08%,26833
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",16.20%,12.66%,270817
,≥ 55 and < 65 Years,Male,Black or African American,39.07%,33.98%,15249
,,,Native Hawaiian or Other Pacific Islander,36.85%,31.85%,540
,,,Asian,37.51%,33.05%,4932
,,,Other Race,35.28%,29.87%,15919
,,,White,24.23%,18.95%,105568
,,,American Indian or Alaska Native,32.63%,27.48%,1241
,,,None of the above,22.64%,16.89%,11604
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",26.25%,20.94%,139315
,,Female,Black or African American,36.95%,31.67%,18808
,,,Native Hawaiian or Other Pacific Islander,34.82%,27.86%,718
,,,Asian,27.76%,23.67%,6167
,,,Other Race,30.30%,24.03%,19904
,,,White,16.41%,11.77%,126980
,,,American Indian or Alaska Native,29.19%,23.10%,1528
,,,None of the above,16.09%,11.07%,13931
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",19.32%,14.53%,167996
,,"Total: Total includes all data under the ≥ 55 and &lt; 65 Years bucket, including data from rows not currently displayed.",Black or African American,37.90%,32.70%,34062
,,,Native Hawaiian or Other Pacific Islander,35.69%,29.57%,1258
,,,Asian,32.10%,27.84%,11101
,,,Other Race,32.51%,26.62%,35826
,,,White,19.96%,15.03%,232587
,,,American Indian or Alaska Native,30.73%,25.06%,2769
,,,None of the above,19.07%,13.72%,25538
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",22.46%,17.44%,307359
,≥ 65 and < 75 Years,Male,Black or African American,48.35%,41.64%,8685
,,,Native Hawaiian or Other Pacific Islander,46.76%,39.57%,278
,,,Asian,45.58%,39.34%,3315
,,,Other Race,41.90%,34.69%,9547
,,,White,29.67%,22.39%,85165
,,,American Indian or Alaska Native,44.96%,37.36%,645
,,,None of the above,28.18%,20.03%,7395
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",31.66%,24.35%,105510
,,Female,Black or African American,47.20%,40.39%,11777
,,,Native Hawaiian or Other Pacific Islander,45.71%,38.24%,455
,,,Asian,38.42%,32.47%,4367
,,,Other Race,38.87%,30.74%,12103
,,,White,21.79%,15.61%,103849
,,,American Indian or Alaska Native,39.29%,30.23%,794
,,,None of the above,22.12%,15.79%,9002
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",24.85%,18.54%,129957
,,"Total: Total includes all data under the ≥ 65 and &lt; 75 Years bucket, including data from rows not currently displayed.",Black or African American,47.69%,40.92%,20462
,,,Native Hawaiian or Other Pacific Islander,46.11%,38.74%,733
,,,Asian,41.52%,35.44%,7683
,,,Other Race,40.20%,32.48%,21652
,,,White,25.34%,18.67%,189028
,,,American Indian or Alaska Native,41.83%,33.43%,1439
,,,None of the above,24.84%,17.69%,16402
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",27.90%,21.14%,235489
,75 Years or more,Male,Black or African American,47.58%,40.14%,4462
,,,Native Hawaiian or Other Pacific Islander,45.45%,38.96%,154
,,,Asian,43.56%,37.02%,2204
,,,Other Race,41.32%,32.88%,5271
,,,White,30.85%,22.82%,61274
,,,American Indian or Alaska Native,42.17%,31.02%,332
,,,None of the above,31.34%,21.11%,3392
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",32.36%,24.20%,71793
,,Female,Black or African American,47.74%,40.54%,7494
,,,Native Hawaiian or Other Pacific Islander,43.22%,33.90%,236
,,,Asian,39.73%,33.79%,2625
,,,Other Race,37.51%,29.46%,7805
,,,White,22.78%,16.25%,87452
,,,American Indian or Alaska Native,35.92%,29.27%,451
,,,None of the above,23.61%,17.36%,5524
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",25.22%,18.56%,103854
,,"Total: Total includes all data under the 75 Years or more bucket, including data from rows not currently displayed.",Black or African American,47.68%,40.39%,11957
,,,Native Hawaiian or Other Pacific Islander,44.10%,35.90%,390
,,,Asian,41.49%,35.28%,4830
,,,Other Race,39.05%,30.83%,13077
,,,White,26.10%,18.95%,148737
,,,American Indian or Alaska Native,38.57%,30.01%,783
,,,None of the above,26.54%,18.78%,8917
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",28.14%,20.87%,175661
,No value,Male,Black or African American,8.62%,6.70%,26102
,,,Native Hawaiian or Other Pacific Islander,6.96%,5.41%,776
,,,Asian,7.26%,5.14%,9356
,,,Other Race,7.78%,5.47%,26362
,,,White,8.16%,5.11%,140637
,,,American Indian or Alaska Native,8.25%,6.76%,1672
,,,None of the above,4.90%,3.20%,23059
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",7.71%,5.03%,206596
,,Female,Black or African American,9.29%,6.61%,24238
,,,Native Hawaiian or Other Pacific Islander,6.77%,5.62%,694
,,,Asian,5.45%,3.84%,10888
,,,Other Race,7.57%,4.76%,24838
,,,White,6.81%,4.11%,132637
,,,American Indian or Alaska Native,7.60%,4.83%,1593
,,,None of the above,4.62%,2.88%,20319
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",6.77%,4.24%,193409
,,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",Black or African American,8.94%,6.66%,50361
,,,Native Hawaiian or Other Pacific Islander,6.87%,5.51%,1470
,,,Asian,6.28%,4.44%,20253
,,,Other Race,7.68%,5.13%,51219
,,,White,7.50%,4.62%,273397
,,,American Indian or Alaska Native,7.92%,5.81%,3270
,,,None of the above,4.77%,3.05%,43394
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",7.25%,4.64%,400176
,"Total: Total includes all data under the Jan 1 – Dec 31 2020 bucket, including data from rows not currently displayed.",Male,Black or African American,15.98%,13.69%,133109
,,,Native Hawaiian or Other Pacific Islander,16.45%,13.96%,4577
,,,Asian,15.42%,13.09%,46996
,,,Other Race,14.75%,12.09%,147872
,,,White,14.18%,10.67%,704142
,,,American Indian or Alaska Native,15.14%,12.31%,10582
,,,None of the above,9.12%,6.63%,110097
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",13.78%,10.60%,1025973
,,Female,Black or African American,16.14%,13.43%,163490
,,,Native Hawaiian or Other Pacific Islander,15.17%,12.22%,5892
,,,Asian,11.41%,9.37%,62436
,,,Other Race,13.13%,10.01%,183051
,,,White,10.67%,7.45%,849263
,,,American Indian or Alaska Native,12.71%,9.66%,13523
,,,None of the above,7.35%,5.12%,123478
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",11.09%,8.09%,1227525
,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",Black or African American,16.07%,13.54%,296708
,,,Native Hawaiian or Other Pacific Islander,15.73%,12.98%,10472
,,,Asian,13.13%,10.97%,109490
,,,Other Race,13.85%,10.94%,331067
,,,White,12.26%,8.91%,1554004
,,,American Indian or Alaska Native,13.77%,10.82%,24126
,,,None of the above,8.18%,5.83%,233640
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",12.31%,9.23%,2254330
Jan 1 – Dec 31 2021,Less than 18 Years,Male,Black or African American,0.91%,0.70%,29534
,,,Native Hawaiian or Other Pacific Islander,-,-,748
,,,Asian,0.50%,0.39%,8611
,,,Other Race,1.01%,0.81%,32422
,,,White,0.81%,0.67%,89564
,,,American Indian or Alaska Native,0.69%,0.60%,2167
,,,None of the above,0.32%,0.25%,28434
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",0.71%,0.57%,167133
,,Female,Black or African American,1.10%,0.89%,28810
,,,Native Hawaiian or Other Pacific Islander,-,-,796
,,,Asian,0.65%,0.51%,8168
,,,Other Race,1.04%,0.83%,31271
,,,White,0.90%,0.72%,85346
,,,American Indian or Alaska Native,0.64%,-,2023
,,,None of the above,0.31%,0.23%,28583
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",0.77%,0.62%,160923
,,"Total: Total includes all data under the Less than 18 Years bucket, including data from rows not currently displayed.",Black or African American,1.00%,0.79%,58359
,,,Native Hawaiian or Other Pacific Islander,0.84%,-,1544
,,,Asian,0.57%,0.45%,16786
,,,Other Race,1.02%,0.82%,63718
,,,White,0.85%,0.69%,175003
,,,American Indian or Alaska Native,0.67%,0.57%,4192
,,,None of the above,0.31%,0.24%,57036
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",0.74%,0.60%,328195
,≥ 18 and < 35 Years,Male,Black or African American,3.98%,3.36%,31496
,,,Native Hawaiian or Other Pacific Islander,3.67%,2.96%,1282
,,,Asian,2.67%,2.30%,13019
,,,Other Race,4.26%,3.43%,34726
,,,White,2.57%,2.01%,127575
,,,American Indian or Alaska Native,5.04%,3.87%,2559
,,,None of the above,2.53%,1.98%,22041
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",2.81%,2.23%,200070
,,Female,Black or African American,3.90%,3.02%,45582
,,,Native Hawaiian or Other Pacific Islander,3.53%,2.66%,1843
,,,Asian,2.44%,1.90%,20038
,,,Other Race,3.77%,2.74%,53481
,,,White,2.27%,1.50%,180467
,,,American Indian or Alaska Native,3.72%,2.75%,4225
,,,None of the above,1.93%,1.21%,27626
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",2.53%,1.77%,278997
,,"Total: Total includes all data under the ≥ 18 and &lt; 35 Years bucket, including data from rows not currently displayed.",Black or African American,3.94%,3.16%,77147
,,,Native Hawaiian or Other Pacific Islander,3.58%,2.78%,3130
,,,Asian,2.53%,2.06%,33090
,,,Other Race,3.96%,3.01%,88301
,,,White,2.39%,1.71%,308391
,,,American Indian or Alaska Native,4.22%,3.16%,6799
,,,None of the above,2.20%,1.55%,49687
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",2.65%,1.96%,479532
,≥ 35 and < 45 Years,Male,Black or African American,12.05%,10.72%,18864
,,,Native Hawaiian or Other Pacific Islander,14.11%,12.27%,815
,,,Asian,11.50%,9.74%,7591
,,,Other Race,11.92%,9.92%,23869
,,,White,7.58%,5.99%,79715
,,,American Indian or Alaska Native,12.09%,9.64%,1836
,,,None of the above,7.94%,6.00%,14016
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",8.70%,7.03%,125025
,,Female,Black or African American,10.64%,8.53%,25543
,,,Native Hawaiian or Other Pacific Islander,9.96%,7.54%,1034
,,,Asian,6.71%,5.07%,11356
,,,Other Race,9.19%,6.72%,32006
,,,White,5.78%,3.87%,102439
,,,American Indian or Alaska Native,8.59%,6.13%,2644
,,,None of the above,5.26%,3.72%,17188
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",6.67%,4.72%,161757
,,"Total: Total includes all data under the ≥ 35 and &lt; 45 Years bucket, including data from rows not currently displayed.",Black or African American,11.24%,9.46%,44434
,,,Native Hawaiian or Other Pacific Islander,11.78%,9.62%,1850
,,,Asian,8.63%,6.94%,18956
,,,Other Race,10.36%,8.09%,55898
,,,White,6.57%,4.80%,182246
,,,American Indian or Alaska Native,10.01%,7.56%,4485
,,,None of the above,6.46%,4.74%,31212
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",7.55%,5.73%,286916
,≥ 45 and < 55 Years,Male,Black or African American,24.70%,21.66%,18367
,,,Native Hawaiian or Other Pacific Islander,24.78%,22.16%,686
,,,Asian,21.68%,18.68%,7639
,,,Other Race,23.73%,20.04%,21212
,,,White,15.96%,12.58%,89111
,,,American Indian or Alaska Native,22.26%,18.43%,1644
,,,None of the above,14.85%,11.26%,13849
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",17.60%,14.20%,132645
,,Female,Black or African American,21.88%,18.27%,23130
,,,Native Hawaiian or Other Pacific Islander,20.78%,16.56%,900
,,,Asian,13.49%,11.35%,10251
,,,Other Race,18.36%,13.99%,27167
,,,White,10.89%,7.59%,113269
,,,American Indian or Alaska Native,18.75%,14.20%,2155
,,,None of the above,10.03%,7.24%,16195
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",12.67%,9.36%,166779
,,"Total: Total includes all data under the ≥ 45 and &lt; 55 Years bucket, including data from rows not currently displayed.",Black or African American,23.12%,19.76%,41508
,,,Native Hawaiian or Other Pacific Islander,22.51%,18.98%,1586
,,,Asian,16.98%,14.48%,17895
,,,Other Race,20.71%,16.64%,48387
,,,White,13.12%,9.79%,202433
,,,American Indian or Alaska Native,20.26%,16.03%,3800
,,,None of the above,12.25%,9.09%,30050
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",14.85%,11.50%,299499
,≥ 55 and < 65 Years,Male,Black or African American,36.05%,31.08%,18275
,,,Native Hawaiian or Other Pacific Islander,36.14%,31.44%,617
,,,Asian,33.62%,29.21%,6067
,,,Other Race,33.32%,27.78%,18649
,,,White,22.72%,17.59%,117236
,,,American Indian or Alaska Native,31.06%,25.44%,1423
,,,None of the above,20.76%,15.54%,13304
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",24.61%,19.47%,157045
,,Female,Black or African American,34.35%,28.86%,21787
,,,Native Hawaiian or Other Pacific Islander,33.04%,25.88%,796
,,,Asian,24.99%,21.54%,7479
,,,Other Race,28.26%,22.24%,22888
,,,White,15.40%,10.92%,138976
,,,American Indian or Alaska Native,26.60%,21.58%,1733
,,,None of the above,15.22%,10.35%,15576
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",18.19%,13.52%,186227
,,"Total: Total includes all data under the ≥ 55 and &lt; 65 Years bucket, including data from rows not currently displayed.",Black or African American,35.12%,29.87%,40068
,,,Native Hawaiian or Other Pacific Islander,34.39%,28.31%,1413
,,,Asian,28.86%,24.97%,13550
,,,Other Race,30.53%,24.72%,41544
,,,White,18.75%,13.97%,256273
,,,American Indian or Alaska Native,28.61%,23.32%,3156
,,,None of the above,17.77%,12.74%,28883
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",21.13%,16.24%,343346
,≥ 65 and < 75 Years,Male,Black or African American,44.88%,37.81%,10801
,,,Native Hawaiian or Other Pacific Islander,41.80%,34.97%,366
,,,Asian,43.13%,37.11%,4120
,,,Other Race,40.07%,32.50%,11580
,,,White,28.20%,20.93%,97822
,,,American Indian or Alaska Native,40.54%,34.46%,772
,,,None of the above,26.05%,18.70%,8721
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",30.05%,22.79%,122542
,,Female,Black or African American,44.45%,37.13%,14501
,,,Native Hawaiian or Other Pacific Islander,44.74%,37.41%,532
,,,Asian,35.63%,29.68%,5304
,,,Other Race,36.52%,28.10%,14668
,,,White,20.70%,14.47%,118665
,,,American Indian or Alaska Native,36.79%,27.95%,984
,,,None of the above,20.42%,14.24%,10615
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",23.64%,17.27%,150181
,,"Total: Total includes all data under the ≥ 65 and &lt; 75 Years bucket, including data from rows not currently displayed.",Black or African American,44.63%,37.42%,25305
,,,Native Hawaiian or Other Pacific Islander,43.54%,36.41%,898
,,,Asian,38.91%,32.93%,9424
,,,Other Race,38.08%,30.04%,26251
,,,White,24.09%,17.39%,216509
,,,American Indian or Alaska Native,38.44%,30.81%,1756
,,,None of the above,22.96%,16.26%,19341
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",26.52%,19.75%,272755
,75 Years or more,Male,Black or African American,45.89%,39.40%,5193
,,,Native Hawaiian or Other Pacific Islander,40.56%,35.56%,180
,,,Asian,43.26%,36.43%,2605
,,,Other Race,40.66%,32.11%,6272
,,,White,30.61%,22.17%,68015
,,,American Indian or Alaska Native,43.27%,33.51%,379
,,,None of the above,29.66%,20.06%,4083
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",31.99%,23.57%,80486
,,Female,Black or African American,47.31%,39.54%,8834
,,,Native Hawaiian or Other Pacific Islander,41.69%,33.22%,295
,,,Asian,39.01%,33.04%,3130
,,,Other Race,37.91%,28.96%,9151
,,,White,22.76%,15.85%,96760
,,,American Indian or Alaska Native,35.55%,29.88%,512
,,,None of the above,23.37%,16.78%,6312
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",25.27%,18.23%,115901
,,"Total: Total includes all data under the 75 Years or more bucket, including data from rows not currently displayed.",Black or African American,46.77%,39.48%,14029
,,,Native Hawaiian or Other Pacific Islander,41.18%,34.03%,476
,,,Asian,40.95%,34.59%,5736
,,,Other Race,39.02%,30.23%,15427
,,,White,26.00%,18.45%,164794
,,,American Indian or Alaska Native,38.83%,31.43%,891
,,,None of the above,25.83%,18.06%,10397
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",28.02%,20.42%,196412
,No value,Male,Black or African American,8.39%,6.10%,20079
,,,Native Hawaiian or Other Pacific Islander,8.19%,5.62%,623
,,,Asian,6.91%,4.99%,7370
,,,Other Race,7.52%,5.24%,23606
,,,White,8.42%,5.73%,119463
,,,American Indian or Alaska Native,8.44%,6.47%,1375
,,,None of the above,4.30%,2.65%,18740
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",7.75%,5.27%,172962
,,Female,Black or African American,8.87%,6.45%,17608
,,,Native Hawaiian or Other Pacific Islander,6.48%,4.81%,540
,,,Asian,5.65%,3.89%,8586
,,,Other Race,6.71%,4.47%,20899
,,,White,6.88%,4.46%,109312
,,,American Indian or Alaska Native,6.85%,4.01%,1197
,,,None of the above,3.49%,2.36%,15828
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",6.63%,4.39%,156249
,,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",Black or African American,8.61%,6.26%,37697
,,,Native Hawaiian or Other Pacific Islander,7.39%,5.25%,1163
,,,Asian,6.23%,4.40%,15967
,,,Other Race,7.14%,4.87%,44520
,,,White,7.68%,5.12%,228850
,,,American Indian or Alaska Native,7.70%,5.32%,2573
,,,None of the above,3.93%,2.52%,34589
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",7.22%,4.85%,329332
,"Total: Total includes all data under the Jan 1 – Dec 31 2021 bucket, including data from rows not currently displayed.",Male,Black or African American,15.24%,12.95%,147913
,,,Native Hawaiian or Other Pacific Islander,15.68%,13.28%,5135
,,,Asian,14.30%,12.17%,55256
,,,Other Race,14.05%,11.44%,167140
,,,White,13.60%,10.19%,762066
,,,American Indian or Alaska Native,14.25%,11.55%,11740
,,,None of the above,8.56%,6.24%,119688
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",13.15%,10.08%,1120862
,,Female,Black or African American,15.55%,12.80%,178759
,,,Native Hawaiian or Other Pacific Islander,14.71%,11.77%,6432
,,,Asian,10.72%,8.80%,71808
,,,Other Race,12.48%,9.45%,203689
,,,White,10.27%,7.11%,908775
,,,American Indian or Alaska Native,12.00%,9.14%,14862
,,,None of the above,6.88%,4.79%,133250
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",10.64%,7.70%,1325410
,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",Black or African American,15.40%,12.86%,326814
,,,Native Hawaiian or Other Pacific Islander,15.13%,12.43%,11574
,,,Asian,12.28%,10.26%,127130
,,,Other Race,13.18%,10.34%,371004
,,,White,11.78%,8.51%,1671586
,,,American Indian or Alaska Native,12.99%,10.20%,26625
,,,None of the above,7.67%,5.48%,253020
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",11.79%,8.79%,2447313
Jan 1 – Dec 31 2022,Less than 18 Years,Male,Black or African American,0.81%,0.62%,32992
,,,Native Hawaiian or Other Pacific Islander,-,-,837
,,,Asian,0.40%,0.29%,11835
,,,Other Race,0.89%,0.69%,38860
,,,White,0.79%,0.65%,100735
,,,American Indian or Alaska Native,0.58%,0.42%,2606
,,,None of the above,0.31%,0.24%,33745
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",0.66%,0.53%,192789
,,Female,Black or African American,0.95%,0.81%,32148
,,,Native Hawaiian or Other Pacific Islander,-,-,870
,,,Asian,0.54%,0.39%,10891
,,,Other Race,0.93%,0.75%,36975
,,,White,0.81%,0.65%,95519
,,,American Indian or Alaska Native,0.70%,0.49%,2440
,,,None of the above,0.33%,0.24%,33779
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",0.69%,0.56%,184779
,,"Total: Total includes all data under the Less than 18 Years bucket, including data from rows not currently displayed.",Black or African American,0.88%,0.72%,65161
,,,Native Hawaiian or Other Pacific Islander,0.64%,-,1707
,,,Asian,0.47%,0.34%,22732
,,,Other Race,0.91%,0.72%,75863
,,,White,0.80%,0.65%,196333
,,,American Indian or Alaska Native,0.63%,0.46%,5047
,,,None of the above,0.32%,0.24%,67547
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",0.67%,0.54%,377707
,≥ 18 and < 35 Years,Male,Black or African American,4.11%,3.43%,30197
,,,Native Hawaiian or Other Pacific Islander,4.59%,3.78%,1242
,,,Asian,2.80%,2.51%,13599
,,,Other Race,4.17%,3.41%,36372
,,,White,2.79%,2.21%,124604
,,,American Indian or Alaska Native,4.42%,3.58%,2738
,,,None of the above,2.63%,2.07%,23130
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",2.97%,2.38%,198717
,,Female,Black or African American,3.83%,3.01%,47145
,,,Native Hawaiian or Other Pacific Islander,3.67%,2.50%,1881
,,,Asian,2.66%,2.12%,22059
,,,Other Race,3.67%,2.69%,58857
,,,White,2.32%,1.54%,186610
,,,American Indian or Alaska Native,3.54%,2.59%,4742
,,,None of the above,2.01%,1.30%,32300
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",2.57%,1.80%,295938
,,"Total: Total includes all data under the ≥ 18 and &lt; 35 Years bucket, including data from rows not currently displayed.",Black or African American,3.94%,3.17%,77406
,,,Native Hawaiian or Other Pacific Islander,4.03%,3.01%,3126
,,,Asian,2.71%,2.26%,35698
,,,Other Race,3.86%,2.96%,95326
,,,White,2.51%,1.81%,311586
,,,American Indian or Alaska Native,3.87%,2.95%,7489
,,,None of the above,2.27%,1.62%,55458
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",2.73%,2.04%,495149
,≥ 35 and < 45 Years,Male,Black or African American,12.46%,11.08%,19009
,,,Native Hawaiian or Other Pacific Islander,14.65%,12.45%,819
,,,Asian,11.79%,10.38%,8526
,,,Other Race,11.78%,9.83%,25126
,,,White,7.63%,6.00%,82113
,,,American Indian or Alaska Native,11.47%,9.66%,2040
,,,None of the above,8.32%,6.45%,15294
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",8.85%,7.21%,130230
,,Female,Black or African American,10.33%,8.28%,27469
,,,Native Hawaiian or Other Pacific Islander,8.70%,6.70%,1104
,,,Asian,6.94%,5.44%,13352
,,,Other Race,8.60%,6.25%,35700
,,,White,5.73%,3.86%,109905
,,,American Indian or Alaska Native,7.86%,5.85%,2989
,,,None of the above,5.08%,3.64%,20494
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",6.57%,4.70%,177412
,,"Total: Total includes all data under the ≥ 35 and &lt; 45 Years bucket, including data from rows not currently displayed.",Black or African American,11.20%,9.43%,46499
,,,Native Hawaiian or Other Pacific Islander,11.23%,9.15%,1924
,,,Asian,8.83%,7.36%,21888
,,,Other Race,9.91%,7.73%,60854
,,,White,6.54%,4.78%,192132
,,,American Indian or Alaska Native,9.33%,7.39%,5036
,,,None of the above,6.46%,4.84%,35800
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",7.54%,5.76%,307796
,≥ 45 and < 55 Years,Male,Black or African American,25.03%,21.91%,18560
,,,Native Hawaiian or Other Pacific Islander,24.62%,21.87%,727
,,,Asian,22.17%,19.51%,8990
,,,Other Race,23.54%,19.99%,23042
,,,White,16.18%,12.79%,91634
,,,American Indian or Alaska Native,22.06%,17.75%,1786
,,,None of the above,15.69%,12.12%,15560
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",17.94%,14.55%,139098
,,Female,Black or African American,21.64%,18.00%,24271
,,,Native Hawaiian or Other Pacific Islander,19.20%,14.98%,948
,,,Asian,13.64%,11.90%,12909
,,,Other Race,17.94%,13.57%,30000
,,,White,10.92%,7.62%,118643
,,,American Indian or Alaska Native,18.07%,13.78%,2358
,,,None of the above,9.96%,7.29%,19222
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",12.66%,9.42%,179664
,,"Total: Total includes all data under the ≥ 45 and &lt; 55 Years bucket, including data from rows not currently displayed.",Black or African American,23.11%,19.69%,42844
,,,Native Hawaiian or Other Pacific Islander,21.55%,17.97%,1675
,,,Asian,17.14%,15.02%,21907
,,,Other Race,20.37%,16.35%,53051
,,,White,13.21%,9.87%,210315
,,,American Indian or Alaska Native,19.78%,15.48%,4146
